status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
460639650790741_782551791932857,"b'What is STI ETF? Given the hype on investing into the STI ETF, we decide to break it down for our readers and Singaporeans looking to kick-start their investing journey!'",b'STI ETF: A Simple Way To Invest In Singapore\xe2\x80\x99s Top 30 Companies',link,https://blog.seedly.sg/how-to-sti-etf-a-simple-way-to-invest-in-singapores-top-30-companies/,1/12/2017 3:17,51,3,18
460639650790741_761792397342130,"b""Finally, a simple step-by-step guide for any Beginner looking to get started on investing in Singapore's economy! Most financial bloggers and our community members advocate this. Find out why in this 3-min read! :D #STI #ETF #Simple""",b'STI ETF: A Simple Way To Invest In Singapore\xe2\x80\x99s Top 30 Companies',link,https://blog.seedly.sg/how-to-sti-etf-a-simple-way-to-invest-in-singapores-top-30-companies/,11/10/2017 4:07,51,3,18
460639650790741_785163445005025,"b""2018 is just around the corner. You should definitely review your credit card strategy! We've invited a panel of Mile & Cashback hacking legends to share their ideas.\n\n1) Aaron Wong, Founder The MileLion, the best Mile-hacking resource blog in Singapore\n\n2) Joel Leong, Co-founder ShopBack, the leading Cashback player in South-East Asia\n\n3) Benjamin Choo, Marketing Lead Mileslife, the first app that allows users earn miles much faster in Asia\n\n4) Nicki Ramsey, Founder CardUp, helping you maximise your card benefits \n\n5) Dawn, Founder Budget Babe, early SG financial writer in the space helping people achieve financial freedom\n\nLearn how to:\n- Develop your card strategy\n- Stack payments smarter (maximise both cashback and miles)\n\nBest suited for:\n- Working adults fresh to the cards world\n- Couples who may be planning your wedding soon \n- If you are planning to make a big purchase (e.g renovation etc)\n\nComment below if you are in the miles camp or cashback camp? :) Join us for the FB LIVE Thursday 7 Dec:\n1) Simply Join our Seedly Personal Finance Community (SG)\n2) Contribute, learn and engage with others!""",b'Plan your Credit Card strategy: Cashback vs Miles',video,https://www.facebook.com/seedlysg/videos/785163445005025/,7/12/2017 6:46,50,43,12
460639650790741_501548283366544,"b'Finally, an easy way to deal with your budgeting and expense tracking. We have successfully closed our seed round with East Ventures, and do check out this write up on TechInAsia on what we have been up to recently and our story!'",b'Seedly wants to simplify personal finance for millennials',link,https://www.techinasia.com/seedly-profile-seed-funding,11/3/2016 23:12,50,1,0
460639650790741_512829015571804,"b""We have some really good news to share! Seedly has been acquired by Microsoft Excel team for USD$8mil with a new focus on automated personal finance management in this region! We are extremely excited and thank our amazing early users who have been with us on this journey! We will be throwing our Thank You party next week at Seedly HQ, details soon!\n.\n.\n.\n.\n.\n.\n.\nHappy April Fool's Day~! #Seedlysg And seriously... would be great if we can change the whole personal finance experience away from Excel. Give us a reaction if you enjoyed this post!\n\nAnd keep up with the pranks and hijinks by subscribing to our mailing list: http://seedly.sg""",b'Timeline Photos',photo,https://www.facebook.com/seedlysg/photos/a.477863522401687.1073741828.460639650790741/512829015571804/?type=3,1/4/2016 2:43,44,6,4
460639650790741_843950382459664,"b'Looking to invest in REITs? We compiled a report card for all the REITs in Singapore for 2018. Check it out.\nAlso, in this article, Seedly readers get to enjoy a special discount off ticket price for the upcoming REITs Symposium! ;)'","b""The Ultimate Review Of All The REITs In Singapore And Here's How You Can Learn To Invest.""",link,https://blog.seedly.sg/review-reits-singapore-invest/,6/4/2018 22:04,42,0,60
460639650790741_822458647942171,"b'The unbiased guide in Singapore: In reality, your key insurance policies should be focused on sufficient coverage for the right reasons at the lowest cost.'",b'2018: Key Insurance Policies You Should Get in Singapore',link,https://blog.seedly.sg/working-adults-what-are-the-key-insurance-policies-you-should-get-in-singapore/,23/2/2018 21:23,42,1,42
460639650790741_833879876800048,"b'If you cannot count beyond your fingers and toes, personal finance will be a big headache with all the calculations involved. Well, that was until you chanced upon this article.'",b'6 Calculators That Help Singaporeans Live Longer (By Taking Away The Stress In Personal Finance)',link,https://blog.seedly.sg/personal-finance-calculator-singaporeans/,17/3/2018 21:10,41,2,29
460639650790741_663991593788878,"b'We reached our first tiny milestone of having 10,000 users on Seedly. THANK YOU to all you wonderful people who are on Seedly!\n\nWe have a lot more in store for this year, and we look forward to being able to share all of our new and exciting developments as we move along together.'",b'i.giphy.com',link,http://i.giphy.com/l0IypVOGLCzCkUfdu.gif,10/3/2017 21:00,41,2,6
460639650790741_829769193877783,"b'Due to the high cost of living in Singapore, life is constantly about planning ahead and working toward certain milestones. (Home, Marriage & Family)'","b'A Typical Singaporean Financial Journey - Up To $430,425 Projected Expenses'",link,https://blog.seedly.sg/the-financial-planning-guide-for-young-singaporeans/,9/3/2018 22:11,40,2,65
460639650790741_562291603958878,"b'The wait is over, we have launched on iOS! Get ready to save at least 30 minutes a week managing all your banks and credit cards on one app! Link your accounts, and we will automatically categorise your transactions for you, and deliver insights on your spending & cashflow every month! \n\nDownload and signup via our iOS app here: http://bit.ly/seedly_app'",b'Timeline Photos',photo,https://www.facebook.com/seedlysg/photos/a.477863522401687.1073741828.460639650790741/562291603958878/?type=3,8/8/2016 2:27,40,1,19
460639650790741_781647712023265,"b'It\xe2\x80\x99s nearing the end of 2017 and you are cordially invited to our second meetup for our Seedly users and community.\n\nWe will be sponsoring food, drinks and most importantly, relevant knowledge on how you can better manage your money and the basics of investing. \n\nPlaces are limited! SIGN UP NOW!\nTickets: http://bit.ly/2ASPBOf\n\nSpeakers:\n1) Alvin Chow, Founder of Dr Wealth \nan investor-centric platform providing education and portfolio management tools\n\n2) Kenneth Lou, Co-founder of Seedly a personal finance startup focused on helping users make smarter financial decisions\n\n3) James Yeo, Founder of Smallcapasia a finance blog which covers investing basics for the masses in Singapore\n\nWe will be covering:\n- Personal finance management 101\n- How to know when you are ready to invest\n- Debunking the 5 myths of investing\n- Steps to get started investing\n- What are the best accounts and tools to consider\n- Planning for your finances in 2018\n\nThese topics align with our beliefs that with the right tools and mindset, people can make smarter financial decisions. Join in the discussion now at the Seedly Personal Finance Community (SG).\n____________________________________________________\n\nEvent FAQ: \n1) What should you bring?\n- An open mindset. If you want to take notes, feel free. Please also think of some questions you want to be answered beforehand.\n\n2) Will there be any selling at the event?\n- NO, and we are very strict on this. There is already too much selling going on outside. We are here to share our beliefs and in an unbiased manner.\n\n3) I have something relevant, can I share?\n- Yes, please do, if it\xe2\x80\x99s relevant to \xe2\x80\x9cright tools and mindset to make smarter financial decisions\xe2\x80\x9d :) we encourage more ground-up efforts and unbiased sharing. \n\n4) Why is this event free?\n- We believe in educating our community on making smarter financial decisions. Hence, this is one of the many efforts we are running to spread this belief out there.\n\nIf in doubt, please reach out to our team on Seedly Facebook! Thank you so much and we look forward to an exciting and educational meetup! \n\nWe would like to thank our venue sponsor: SGX | My Gateway'",b'Year End Party: Basics of Passive Investing in SG by Seedly',video,https://www.facebook.com/seedlysg/videos/781647712023265/,29/11/2017 6:29,39,7,12
460639650790741_841504246037611,b'The ultimate noob\xe2\x80\x99s guide to reading a fund factsheet. Up your investing game today!',b'How To Read A Fund Factsheet?',link,https://blog.seedly.sg/how-to-read-fund-factsheets/,2/4/2018 4:51,38,1,25
460639650790741_832940093560693,"b'Is your net worth above S$376,270? The importance of net worth should not be overlooked as components of it will eventually be used as your living expenses upon retiring.'","b""Net Worth: Singaporean's Most Important Number In Personal Finance""",link,https://blog.seedly.sg/net-worth-singaporeans-most-important-number-in-personal-finance/,15/3/2018 23:38,38,4,24
460639650790741_706803696174334,"b""<< FATHER'S DAY GIVEAWAY!!! >>\nWe are kicking with this GIVEAWAY worth $150! \n\n3 Lucky Winners will each be walking away with:\n1) Entry pass for 2 pax to a special Coffee Appreciation Workshop on 17 June 2017 organised by The Coffee Roaster\n2) 2 Giftable Jars of Handcrafted Biscotti \n\nTo stand a chance to win this giveaway:\n1) LIKE The Coffee Roaster and Seedly Facebook Page.\n2) COMMENT on this post and let us know the best financial advice your dad ever gave you.\n3) SHARE this post.\n_____________________\n\nThe Coffee Roaster is founded with a mission to deliver positive energy and nourishment to anyone whom we are privileged to serve. Located at the heart of the bustling AS8 building in the National University of Singapore, we take great pride in delivering quality food and beverages through thoughtful and speedy service. Expect great specialty coffee, healthy mains and handcrafted pastries here!\n\nThe contest ends 14 June 2017, and 3 lucky winners will be chosen at random and notified after the contest.""",b'Timeline Photos',photo,https://www.facebook.com/seedlysg/photos/a.477863522401687.1073741828.460639650790741/706803696174334/?type=3,7/6/2017 2:00,38,43,40
460639650790741_852686048252764,b'\xe2\x80\x9cYou can\xe2\x80\x99t choose your parents but you can choose your boss.\xe2\x80\x9d some words of advice from a man who was neither Civil nor Servant. The untold stories of the Singapore economy.',"b'This Singaporean Created Thousands of Jobs Over The Past 50 years, Yet Not Many People Have Heard About Him'",link,https://blog.seedly.sg/philip-yeo-initiative-jobs/,25/4/2018 21:49,37,0,10
460639650790741_739452886242748,b'The cost of living is high in Singapore. This article serves as a benchmark to how much you roughly need for each milestone in life and a strategy on how much you need to start saving/investing every month to clear this debt. \xf0\x9f\x98\xb0\xf0\x9f\x87\xb8\xf0\x9f\x87\xac\xef\xb8\x8f\xf0\x9f\x92\xb8#Study #HDB #Marriage #Renovation #Firstbaby',b'A Typical Singaporean Financial Journey - Up to $422K Expenses',link,https://blog.seedly.sg/the-financial-planning-guide-for-young-singaporeans/,15/8/2017 3:01,37,7,100
460639650790741_845025762352126,"b'If you are a working adult in the Singapore workforce, let us help you find the top savings account in 2018. With our Best Savings Accounts Calculator and Real User Reviews, we help you make a more informed decision.'",b'Cheat Sheet: Best Savings Accounts For Working Adults 2018?',link,https://blog.seedly.sg/best-savings-accounts-2018/,9/4/2018 4:53,36,1,32
460639650790741_828168554037847,"b'10 Financial and life tips from the man himself, Warren Buffet. \xf0\x9f\x92\xb5\nWhich do you resonate most with?'","b""Photos from Seedly's post""",photo,https://www.facebook.com/seedlysg/photos/a.477863522401687.1073741828.460639650790741/828165160704853/?type=3,6/3/2018 23:55,36,0,31
460639650790741_803004616554241,"b""Do you know that January's officially the best time to book your air tickets? Here's why.""",b'2018 Travel Deals: When to Book & When To Fly',link,https://wp.me/p7CPSI-26n,16/1/2018 4:39,36,10,88
460639650790741_797079357146767,b'This simple chart that breaks down the 5 key components of your personal finance. So you read this and simply select some of these to get completed by end 2018! #simple #easy #planning',b'The Complete Guide To Winning Your Personal Finance Game In 2018',link,https://blog.seedly.sg/beginner-series-tips-seedly-money-framework/,3/1/2018 4:14,36,0,25
460639650790741_846504625537573,"b'Do not make the mistake of getting paid unfairly by skipping this article. \n\nOn the other hand, choose a job you love and you will never have to work a day in your life! \xf0\x9f\xa4\x97'",b'The Ultimate Salary Guide For Singaporeans 2018',link,https://blog.seedly.sg/salary-guide-singapore/,12/4/2018 7:51,35,2,47
460639650790741_840677822786920,b'We\xe2\x80\x99ve launched our own cryptocurrency. Read the full story to understand how we\xe2\x80\x99re bringing personal finance to the masses.  #cryptocurrency',b'Introducing SEED Token: A Personal Finance Network On The Blockchain',link,https://blog.seedly.sg/seedly-personal-finance-april-joke/,31/3/2018 11:03,35,8,4
460639650790741_807486412772728,b'#cheatsheet\n\nLesson 1: Always benchmark to Inflation\nLesson 2: Money is more valuable today than tomorrow\nLesson 3: Pay off debt before investing\nLesson 4: Compounding works both ways\nLesson 5: Diversify (Less + More Risky)',b'The Ultimate Money Interest Cheat Sheet In Singapore',link,https://blog.seedly.sg/the-ultimate-money-interest-cheat-sheet-in-singapore/,25/1/2018 1:37,35,3,81
460639650790741_747289688792401,b'Read this 3-min article to figure out how the 5 simple lessons on beating inflation in the long run here in Singapore! :) #fact #inflation #singapore #interests',b'The Ultimate Money Interest Cheat Sheet In Singapore',link,https://blog.seedly.sg/the-ultimate-money-interest-cheat-sheet-in-singapore/,4/9/2017 5:12,35,3,81
460639650790741_735947669926603,"b""Have you always wondered how much you are earning compared to the average Singaporean? Here's a simple guide for working adults and a strategy to improve on your current financial position at the end. \xf0\x9f\xa4\x94 #salary #singapore #world #high #3500""",b'Working Adults: What Is A Good Pay In Singapore?',link,https://blog.seedly.sg/working-adults-what-is-a-good-pay-in-singapore/,7/8/2017 3:13,35,4,294
460639650790741_858312264356809,"b'Interested to find out more about Seedly and ShopBack? This may help you understand better! Coverage by TechCrunch \n\n""There seems to be plenty of potential synergies between the two services. ShopBack aspires to have close touchpoints with how young consumers in Southeast Asia spend their money online, so helping them to manage it plays into that focus. Meanwhile, Southeast Asia isn\xe2\x80\x99t blessed with many local consumer finance services \xe2\x80\x94 despite more than 330 million internet users \xe2\x80\x94 so the Seedly business can benefit from ShopBack\xe2\x80\x99s regional presence for expansion.""'",b'Southeast Asia\xe2\x80\x99s ShopBack moves into personal finance with its first acquisition',link,https://techcrunch.com/2018/05/07/shopback-seedly-acquisition/,8/5/2018 3:03,34,0,4
460639650790741_838965752958127,"b'Keen on investing, but not sure where to start? \xf0\x9f\x92\xb5\n\nHere are some proven easy methods to grow your money passively on a regular schedule!'",b'Working Adults: Easiest Ways To Invest A Monthly Sum For Beginners',link,https://blog.seedly.sg/working-adults-easiest-ways-to-invest-a-monthly-sum-for-beginners/,28/3/2018 4:08,34,3,190
460639650790741_826619934192709,b'We created the ultimate movie ticket price guide for all our fellow Singaporeans because you can save up to 10% if you take time to compare ticket prices.',b'Ultimate Movie Ticket Price Guide 2018',link,https://blog.seedly.sg/movie-ticket-price-guide-singapore-2017/,3/3/2018 21:25,34,5,11
460639650790741_773296272858409,"b""It can be pretty difficult to ignore the surge of cryptocurrencies and bitcoin taking over social and traditional media alike. Some claim it to be tulip mania while others believing in its innate worth like modern-day gold.\n\nWe'll be doing up a community special FB live event on Thursday 9th November at 8pm. Tune in to find out from our experts:\n\n1) Anson Zeall, Chairman of ACCESS (Singapore Crypto and Blockchain Association) and CEO of CoinPip (https://www.coinpip.com/)\n\n2) Alan Seng, TechInAsia writer about Blockchain trends (https://www.techinasia.com/profile/alan-seng)\n\n3) Aziz, MasterTheCrypto, Editor, ICO subject expert (https://masterthecrypto.com/)\n\nTopics To Be Covered:\n- Understanding Bitcoin and Blockchain technology\n- How does this change the way we live and exchange value?\n- What causes fluctuations in price and market?\n- Should retail investors even consider this as an option?\n- The new phenomenon of fund-raising ICOs and how to discern scams?\n- Thoughts on the Future of money and economy\n- And many more questions (asked by the community and you!)\n\nJoin us for the FB LIVE:\n1) Simply Join our Seedly Personal Finance Community\n2) Contribute, learn and engage with others!""",b'Bitcoin & Cryptocurrencies: Is This The Future Of Money?',video,https://www.facebook.com/seedlysg/videos/773296272858409/,9/11/2017 7:30,34,66,30
460639650790741_760136827507687,"b'Calling all beginners, if you are looking to invest a sum on a monthly basis, this article is for you! #simple #start #investing'",b'Working Adults: Easiest Ways To Invest A Monthly Sum For Beginners',link,https://blog.seedly.sg/working-adults-easiest-ways-to-invest-a-monthly-sum-for-beginners/,6/10/2017 22:59,34,2,18
460639650790741_727698374084866,"b""It's nearing payday! Here's a simple guide on which accounts you should set up and what you should do with a strategy to hit a minimum of $25k savings at the end of 2 years. \xf0\x9f\x92\xb0""",b'Working Adults: How To Allocate Your Monthly Salary?',link,https://blog.seedly.sg/working-adults-allocate-your-monthly-salary/,19/7/2017 4:00,34,4,40
460639650790741_857905304397505,"b""Getting the BEST financial product for yourself is similar to getting those pair of Nike Sneakers or that pair of jeans. Here's a list of tools to help you get the most suitable financial product in Singapore.""",b'The Ultimate Consumer Journey Guide: Tools To Help You Choose The Best Financial Product',link,https://blog.seedly.sg/tools-to-help-choose-best-financial-products/,7/5/2018 4:44,33,1,7
460639650790741_607406112780760,"b""Thanks ALPHA Camp Singapore for featuring Seedly as one of the startups in the DBS Hotspot 16' program. We have learnt valuable lessons and tips to launch Seedly on the app store and play store in a short 5+ months :)""","b""Kenneth Lou, CEO and Co-Founder of Seedly, Finalist of DBSHotspot'16""",link,https://blog.alphacamp.co/sg/2016/11/09/kenneth-lou-ceo-co-founder-seedly-finalist-dbs-hotspot-2016/,12/11/2016 0:36,33,0,0
460639650790741_814399002081469,b'We are now live for Seedly AMA.\nGetting your first property in SG 2018: strategy and tips.\nTune in ya!',b'Seedly: Getting your first property in SG 2018',video,https://www.facebook.com/seedlysg/videos/814399002081469/,8/2/2018 6:58,32,37,15
460639650790741_803874396467263,"b'A detailed comparison: See how all the stock brokerages line up for their fees and charges for their online, broker assisted and cash upfront accounts.\n*Take note of changes to Phillips Securities (Poems) rate till 30 June 2018.'",b'The Ultimate Cheatsheet: Cheapest Stock Brokerage In Singapore 2018',link,https://blog.seedly.sg/the-ultimate-cheatsheet-cheapest-stock-brokerage-in-singapore/,18/1/2018 1:50,32,8,15
460639650790741_776545029200200,"b'A detailed comparison: See how all the stock brokerages line up for their fees and charges for their online, broker assisted and cash upfront accounts.'",b'The Ultimate Cheatsheet: Cheapest Stock Brokerage In Singapore',link,https://blog.seedly.sg/the-ultimate-cheatsheet-cheapest-stock-brokerage-in-singapore/,16/11/2017 22:23,32,8,15
460639650790741_766024753585561,"b'Looking to invest? See how all the stock brokerages line up for their fees and charges for their online, broker assisted and cash upfront accounts.'",b'The Ultimate Cheatsheet: Cheapest Stock Brokerage In Singapore',link,https://blog.seedly.sg/the-ultimate-cheatsheet-cheapest-stock-brokerage-in-singapore/,22/10/2017 1:26,32,8,15
460639650790741_764361213751915,"b""Not everyone is suitable for Multi-Level Marketing (MLM) companies, and there is definitely no room for illegal MLM companies. Here's a list of companies that Singaporeans may want to pay extra attention to.""",b'The Complete List: Multi-Level Marketing (MLM) Companies In Singapore To Warn Your Loved Ones About',link,https://blog.seedly.sg/multi-level-marketing-mlm-companies-list/,17/10/2017 22:14,32,19,48
460639650790741_753106558210714,b'A big question many Singaporeans have... Are ride-hailing services a way to save money in the long run compared to your own car? :) We find out in this 3-min read below! What are your experiences with GRAB and UBER?',b'Owning a Car vs Ride-Hailing Apps: Which Costs More In Singapore?',link,https://blog.seedly.sg/owning-a-car-vs-ride-hailing-apps-which-costs-more-in-singapore/,18/9/2017 22:39,32,2,14
460639650790741_733550313499672,"b'Be it online, broker assisted or cash upfront brokerage accounts. Here is the comparison on who is the cheapest to invest with!'",b'The Ultimate Cheatsheet: Cheapest Stock Brokerage In Singapore',link,https://blog.seedly.sg/the-ultimate-cheatsheet-cheapest-stock-brokerage-in-singapore/,1/8/2017 4:30,32,8,15
460639650790741_823686564486046,"b'We did a comparison of all the SIM-ONLY plans and how you can save a total of more than $300 on your mobile bills!\nWith new players Zero Mobile and Zero1, who has the best mobile plan now?'",b'Which Singapore Telco Plan Is Best For You: Data vs Price',link,https://blog.seedly.sg/singapore-telco-plan-comparison-data-price-best-plan/,26/2/2018 5:07,31,3,12
